,YEAR,MONTH,DISTRICT,PRECTOT
12209,1984,6,Kailali,211.6
12210,1984,7,Kailali,193.27
12211,1984,8,Kailali,249.35
12212,1984,9,Kailali,85.71
12213,1984,10,Kailali,14.62
12214,1984,11,Kailali,2.19
12215,1984,12,Kailali,6.65
12216,1985,1,Kailali,21.56
12217,1985,2,Kailali,0.75
12218,1985,3,Kailali,0.47
12219,1985,4,Kailali,23.44
12220,1985,5,Kailali,45.7
12221,1985,6,Kailali,193.03
12222,1985,7,Kailali,206.64
12223,1985,8,Kailali,171.28
12224,1985,9,Kailali,238.17
12225,1985,10,Kailali,134.62
12226,1985,11,Kailali,0.0
12227,1985,12,Kailali,25.48
12228,1986,1,Kailali,4.56
12229,1986,2,Kailali,26.32
12230,1986,3,Kailali,10.71
12231,1986,4,Kailali,17.57
12232,1986,5,Kailali,25.33
12233,1986,6,Kailali,134.07
12234,1986,7,Kailali,316.21
12235,1986,8,Kailali,222.57
12236,1986,9,Kailali,111.64
12237,1986,10,Kailali,18.04
12238,1986,11,Kailali,0.68
12239,1986,12,Kailali,31.31
12240,1987,1,Kailali,13.78
12241,1987,2,Kailali,9.1
12242,1987,3,Kailali,2.72
12243,1987,4,Kailali,5.21
12244,1987,5,Kailali,63.07
12245,1987,6,Kailali,22.14
12246,1987,7,Kailali,124.69
12247,1987,8,Kailali,172.73
12248,1987,9,Kailali,51.42
12249,1987,10,Kailali,43.75
12250,1987,11,Kailali,0.0
12251,1987,12,Kailali,14.2
12252,1988,1,Kailali,90.37
12253,1988,2,Kailali,16.98
12254,1988,3,Kailali,33.52
12255,1988,4,Kailali,21.33
12256,1988,5,Kailali,35.01
12257,1988,6,Kailali,101.37
12258,1988,7,Kailali,499.79
12259,1988,8,Kailali,354.65
12260,1988,9,Kailali,32.02
12261,1988,10,Kailali,2.74
12262,1988,11,Kailali,0.0
12263,1988,12,Kailali,11.17
12264,1989,1,Kailali,35.1
12265,1989,2,Kailali,8.75
12266,1989,3,Kailali,15.28
12267,1989,4,Kailali,0.94
12268,1989,5,Kailali,13.65
12269,1989,6,Kailali,109.85
12270,1989,7,Kailali,205.93
12271,1989,8,Kailali,139.04
12272,1989,9,Kailali,74.14
12273,1989,10,Kailali,2.39
12274,1989,11,Kailali,4.57
12275,1989,12,Kailali,10.49
12276,1990,1,Kailali,0.97
12277,1990,2,Kailali,74.38
12278,1990,3,Kailali,10.6
12279,1990,4,Kailali,12.95
12280,1990,5,Kailali,47.48
12281,1990,6,Kailali,81.76
12282,1990,7,Kailali,347.43
12283,1990,8,Kailali,184.42
12284,1990,9,Kailali,131.24
12285,1990,10,Kailali,4.72
12286,1990,11,Kailali,0.73
12287,1990,12,Kailali,13.7
12288,1991,1,Kailali,2.57
12289,1991,2,Kailali,8.27
12290,1991,3,Kailali,27.53
12291,1991,4,Kailali,2.69
12292,1991,5,Kailali,12.76
12293,1991,6,Kailali,69.26
12294,1991,7,Kailali,74.39
12295,1991,8,Kailali,248.22
12296,1991,9,Kailali,92.19
12297,1991,10,Kailali,0.07
12298,1991,11,Kailali,4.8
12299,1991,12,Kailali,41.26
12300,1992,1,Kailali,5.16
12301,1992,2,Kailali,2.75
12302,1992,3,Kailali,1.81
12303,1992,4,Kailali,0.47
12304,1992,5,Kailali,22.69
12305,1992,6,Kailali,137.88
12306,1992,7,Kailali,160.5
12307,1992,8,Kailali,196.2
12308,1992,9,Kailali,119.53
12309,1992,10,Kailali,50.86
12310,1992,11,Kailali,1.88
12311,1992,12,Kailali,0.0
12312,1993,1,Kailali,13.07
12313,1993,2,Kailali,11.41
12314,1993,3,Kailali,36.17
12315,1993,4,Kailali,3.06
12316,1993,5,Kailali,31.18
12317,1993,6,Kailali,189.07
12318,1993,7,Kailali,113.46
12319,1993,8,Kailali,60.04
12320,1993,9,Kailali,75.42
12321,1993,10,Kailali,0.06
12322,1993,11,Kailali,0.01
12323,1993,12,Kailali,0.04
12324,1994,1,Kailali,21.68
12325,1994,2,Kailali,28.81
12326,1994,3,Kailali,0.35
12327,1994,4,Kailali,8.18
12328,1994,5,Kailali,13.48
12329,1994,6,Kailali,57.85
12330,1994,7,Kailali,178.14
12331,1994,8,Kailali,221.63
12332,1994,9,Kailali,67.68
12333,1994,10,Kailali,0.56
12334,1994,11,Kailali,0.0
12335,1994,12,Kailali,0.01
12336,1995,1,Kailali,25.39
12337,1995,2,Kailali,20.14
12338,1995,3,Kailali,6.84
12339,1995,4,Kailali,2.03
12340,1995,5,Kailali,0.84
12341,1995,6,Kailali,113.57
12342,1995,7,Kailali,122.84
12343,1995,8,Kailali,215.65
12344,1995,9,Kailali,63.84
12345,1995,10,Kailali,3.07
12346,1995,11,Kailali,11.84
12347,1995,12,Kailali,2.42
12348,1996,1,Kailali,35.06
12349,1996,2,Kailali,55.89
12350,1996,3,Kailali,8.22
12351,1996,4,Kailali,18.29
12352,1996,5,Kailali,8.3
12353,1996,6,Kailali,91.57
12354,1996,7,Kailali,147.97
12355,1996,8,Kailali,180.67
12356,1996,9,Kailali,135.8
12357,1996,10,Kailali,29.4
12358,1996,11,Kailali,0.0
12359,1996,12,Kailali,0.0
12360,1997,1,Kailali,7.73
12361,1997,2,Kailali,0.36
12362,1997,3,Kailali,2.53
12363,1997,4,Kailali,26.95
12364,1997,5,Kailali,8.26
12365,1997,6,Kailali,98.56
12366,1997,7,Kailali,133.97
12367,1997,8,Kailali,77.51
12368,1997,9,Kailali,40.4
12369,1997,10,Kailali,13.48
12370,1997,11,Kailali,6.42
12371,1997,12,Kailali,61.2
12372,1998,1,Kailali,5.75
12373,1998,2,Kailali,6.2
12374,1998,3,Kailali,57.38
12375,1998,4,Kailali,5.93
12376,1998,5,Kailali,21.83
12377,1998,6,Kailali,32.58
12378,1998,7,Kailali,179.62
12379,1998,8,Kailali,163.71
12380,1998,9,Kailali,49.57
12381,1998,10,Kailali,70.75
12382,1998,11,Kailali,3.96
12383,1998,12,Kailali,0.0
12384,1999,1,Kailali,17.71
12385,1999,2,Kailali,1.67
12386,1999,3,Kailali,0.99
12387,1999,4,Kailali,1.04
12388,1999,5,Kailali,25.61
12389,1999,6,Kailali,51.83
12390,1999,7,Kailali,172.36
12391,1999,8,Kailali,79.79
12392,1999,9,Kailali,73.34
12393,1999,10,Kailali,32.06
12394,1999,11,Kailali,0.0
12395,1999,12,Kailali,4.83
12396,2000,1,Kailali,12.8
12397,2000,2,Kailali,12.41
12398,2000,3,Kailali,3.08
12399,2000,4,Kailali,6.15
12400,2000,5,Kailali,97.77
12401,2000,6,Kailali,220.22
12402,2000,7,Kailali,170.18
12403,2000,8,Kailali,349.92
12404,2000,9,Kailali,53.54
12405,2000,10,Kailali,0.02
12406,2000,11,Kailali,0.46
12407,2000,12,Kailali,0.23
12408,2001,1,Kailali,0.99
12409,2001,2,Kailali,3.71
12410,2001,3,Kailali,4.96
12411,2001,4,Kailali,7.08
12412,2001,5,Kailali,38.6
12413,2001,6,Kailali,188.29
12414,2001,7,Kailali,281.49
12415,2001,8,Kailali,135.91
12416,2001,9,Kailali,51.82
12417,2001,10,Kailali,24.63
12418,2001,11,Kailali,2.66
12419,2001,12,Kailali,0.22
12420,2002,1,Kailali,26.33
12421,2002,2,Kailali,44.16
12422,2002,3,Kailali,0.71
12423,2002,4,Kailali,4.93
12424,2002,5,Kailali,23.33
12425,2002,6,Kailali,71.74
12426,2002,7,Kailali,50.65
12427,2002,8,Kailali,169.63
12428,2002,9,Kailali,125.81
12429,2002,10,Kailali,3.74
12430,2002,11,Kailali,3.28
12431,2002,12,Kailali,40.2
12432,2003,1,Kailali,25.79
12433,2003,2,Kailali,24.74
12434,2003,3,Kailali,2.36
12435,2003,4,Kailali,3.89
12436,2003,5,Kailali,4.88
12437,2003,6,Kailali,46.59
12438,2003,7,Kailali,294.68
12439,2003,8,Kailali,208.42
12440,2003,9,Kailali,181.78
12441,2003,10,Kailali,36.3
12442,2003,11,Kailali,0.19
12443,2003,12,Kailali,8.81
12444,2004,1,Kailali,33.35
12445,2004,2,Kailali,0.01
12446,2004,3,Kailali,0.15
12447,2004,4,Kailali,41.39
12448,2004,5,Kailali,98.92
12449,2004,6,Kailali,176.26
12450,2004,7,Kailali,357.1
12451,2004,8,Kailali,169.94
12452,2004,9,Kailali,103.7
12453,2004,10,Kailali,43.19
12454,2004,11,Kailali,0.59
12455,2004,12,Kailali,0.86
12456,2005,1,Kailali,54.06
12457,2005,2,Kailali,20.11
12458,2005,3,Kailali,31.8
12459,2005,4,Kailali,19.98
12460,2005,5,Kailali,53.01
12461,2005,6,Kailali,124.1
12462,2005,7,Kailali,406.31
12463,2005,8,Kailali,324.03
12464,2005,9,Kailali,211.15
12465,2005,10,Kailali,30.83
12466,2005,11,Kailali,0.0
12467,2005,12,Kailali,6.44
12468,2006,1,Kailali,0.28
12469,2006,2,Kailali,0.02
12470,2006,3,Kailali,64.14
12471,2006,4,Kailali,17.38
12472,2006,5,Kailali,80.89
12473,2006,6,Kailali,231.03
12474,2006,7,Kailali,386.32
12475,2006,8,Kailali,199.03
12476,2006,9,Kailali,84.31
12477,2006,10,Kailali,25.2
12478,2006,11,Kailali,1.51
12479,2006,12,Kailali,21.11
12480,2007,1,Kailali,0.1
12481,2007,2,Kailali,119.17
12482,2007,3,Kailali,87.11
12483,2007,4,Kailali,5.61
12484,2007,5,Kailali,110.47
12485,2007,6,Kailali,194.51
12486,2007,7,Kailali,505.81
12487,2007,8,Kailali,303.76
12488,2007,9,Kailali,175.26
12489,2007,10,Kailali,4.86
12490,2007,11,Kailali,0.0
12491,2007,12,Kailali,1.01
12492,2008,1,Kailali,0.88
12493,2008,2,Kailali,11.24
12494,2008,3,Kailali,0.09
12495,2008,4,Kailali,37.32
12496,2008,5,Kailali,58.19
12497,2008,6,Kailali,397.53
12498,2008,7,Kailali,463.13
12499,2008,8,Kailali,299.17
12500,2008,9,Kailali,217.6
12501,2008,10,Kailali,9.59
12502,2008,11,Kailali,3.23
12503,2008,12,Kailali,0.54
12504,2009,1,Kailali,0.15
12505,2009,2,Kailali,15.77
12506,2009,3,Kailali,2.96
12507,2009,4,Kailali,2.29
12508,2009,5,Kailali,47.93
12509,2009,6,Kailali,46.87
12510,2009,7,Kailali,265.61
12511,2009,8,Kailali,358.75
12512,2009,9,Kailali,213.59
12513,2009,10,Kailali,138.72
12514,2009,11,Kailali,16.23
12515,2009,12,Kailali,4.43
12516,2010,1,Kailali,7.55
12517,2010,2,Kailali,26.57
12518,2010,3,Kailali,2.15
12519,2010,4,Kailali,4.0
12520,2010,5,Kailali,34.08
12521,2010,6,Kailali,40.91
12522,2010,7,Kailali,517.15
12523,2010,8,Kailali,294.32
12524,2010,9,Kailali,407.05
12525,2010,10,Kailali,11.37
12526,2010,11,Kailali,36.33
12527,2010,12,Kailali,16.3
12528,2011,1,Kailali,26.02
12529,2011,2,Kailali,34.12
12530,2011,3,Kailali,5.38
12531,2011,4,Kailali,18.06
12532,2011,5,Kailali,70.76
12533,2011,6,Kailali,452.53
12534,2011,7,Kailali,371.53
12535,2011,8,Kailali,435.55
12536,2011,9,Kailali,225.28
12537,2011,10,Kailali,1.37
12538,2011,11,Kailali,0.0
12539,2011,12,Kailali,11.04
12540,2012,1,Kailali,59.43
12541,2012,2,Kailali,9.26
12542,2012,3,Kailali,6.44
12543,2012,4,Kailali,26.56
12544,2012,5,Kailali,9.25
12545,2012,6,Kailali,35.73
12546,2012,7,Kailali,305.18
12547,2012,8,Kailali,351.73
12548,2012,9,Kailali,282.54
12549,2012,10,Kailali,4.6
12550,2012,11,Kailali,0.97
12551,2012,12,Kailali,3.62
12552,2013,1,Kailali,76.21
12553,2013,2,Kailali,98.51
12554,2013,3,Kailali,5.64
12555,2013,4,Kailali,6.02
12556,2013,5,Kailali,22.46
12557,2013,6,Kailali,487.86
12558,2013,7,Kailali,546.37
12559,2013,8,Kailali,299.14
12560,2013,9,Kailali,142.91
12561,2013,10,Kailali,64.18
12562,2013,11,Kailali,4.11
12563,2013,12,Kailali,8.43
12564,2014,1,Kailali,29.68
12565,2014,2,Kailali,57.02
12566,2014,3,Kailali,11.37
12567,2014,4,Kailali,12.43
12568,2014,5,Kailali,49.31
12569,2014,6,Kailali,76.56
12570,2014,7,Kailali,444.89
12571,2014,8,Kailali,235.99
12572,2014,9,Kailali,141.95
12573,2014,10,Kailali,41.64
12574,2014,11,Kailali,0.0
12575,2014,12,Kailali,35.06
12576,2015,1,Kailali,60.16
12577,2015,2,Kailali,24.87
12578,2015,3,Kailali,139.37
12579,2015,4,Kailali,53.21
12580,2015,5,Kailali,23.15
12581,2015,6,Kailali,270.17
12582,2015,7,Kailali,252.02
12583,2015,8,Kailali,215.4
12584,2015,9,Kailali,34.69
12585,2015,10,Kailali,12.78
12586,2015,11,Kailali,1.27
12587,2015,12,Kailali,0.69
12588,2016,1,Kailali,6.7
12589,2016,2,Kailali,18.93
12590,2016,3,Kailali,22.05
12591,2016,4,Kailali,3.46
12592,2016,5,Kailali,89.15
12593,2016,6,Kailali,130.69
12594,2016,7,Kailali,511.29
12595,2016,8,Kailali,184.91
12596,2016,9,Kailali,105.67
12597,2016,10,Kailali,15.88
12598,2016,11,Kailali,0.0
12599,2016,12,Kailali,0.36
12600,2017,1,Kailali,26.91
12601,2017,2,Kailali,3.28
12602,2017,3,Kailali,25.75
12603,2017,4,Kailali,29.66
12604,2017,5,Kailali,64.81
12605,2017,6,Kailali,88.82
12606,2017,7,Kailali,437.5
12607,2017,8,Kailali,288.73
12608,2017,9,Kailali,134.5
12609,2017,10,Kailali,0.71
12610,2017,11,Kailali,0.33
12611,2017,12,Kailali,2.33
12612,2018,1,Kailali,0.21
12613,2018,2,Kailali,0.32
12614,2018,3,Kailali,0.36
12615,2018,4,Kailali,2.35
12616,2018,5,Kailali,2.72
12617,2018,6,Kailali,3.0
12618,2018,7,Kailali,17.04
12619,2018,8,Kailali,13.68
12620,2018,9,Kailali,3.47
12621,2018,10,Kailali,0.06
12622,2018,11,Kailali,0.18
12623,2018,12,Kailali,0.04
12624,2019,1,Kailali,1.24
12625,2019,2,Kailali,4.01
12626,2019,3,Kailali,0.5
12627,2019,4,Kailali,1.02
12628,2019,5,Kailali,0.48
12629,2019,6,Kailali,4.62
12630,2019,7,Kailali,12.37
12631,2019,8,Kailali,6.05
12632,2019,9,Kailali,7.56
12633,2019,10,Kailali,0.11
12634,2019,11,Kailali,0.53
12635,2019,12,Kailali,1.99
12636,1981,1,Kanchanpur,55.01
12637,1981,2,Kanchanpur,10.4
12638,1981,3,Kanchanpur,26.83
12639,1981,4,Kanchanpur,13.23
12640,1981,5,Kanchanpur,94.59
12641,1981,6,Kanchanpur,152.26
12642,1981,7,Kanchanpur,348.28
12643,1981,8,Kanchanpur,202.99
12644,1981,9,Kanchanpur,82.29
12645,1981,10,Kanchanpur,1.69
12646,1981,11,Kanchanpur,47.45
12647,1981,12,Kanchanpur,5.52
12648,1982,1,Kanchanpur,70.5
12649,1982,2,Kanchanpur,29.62
12650,1982,3,Kanchanpur,47.58
12651,1982,4,Kanchanpur,73.76
12652,1982,5,Kanchanpur,76.01
12653,1982,6,Kanchanpur,69.86
12654,1982,7,Kanchanpur,153.7
12655,1982,8,Kanchanpur,365.73
12656,1982,9,Kanchanpur,77.73
12657,1982,10,Kanchanpur,11.62
12658,1982,11,Kanchanpur,3.06
12659,1982,12,Kanchanpur,13.92
12660,1983,1,Kanchanpur,20.8
12661,1983,2,Kanchanpur,5.78
12662,1983,3,Kanchanpur,12.2
12663,1983,4,Kanchanpur,33.56
12664,1983,5,Kanchanpur,24.18
12665,1983,6,Kanchanpur,101.92
12666,1983,7,Kanchanpur,124.37
12667,1983,8,Kanchanpur,184.68
12668,1983,9,Kanchanpur,320.27
12669,1983,10,Kanchanpur,71.42
12670,1983,11,Kanchanpur,0.0
12671,1983,12,Kanchanpur,17.1
12672,1984,1,Kanchanpur,5.66
12673,1984,2,Kanchanpur,38.71
12674,1984,3,Kanchanpur,4.1
12675,1984,4,Kanchanpur,9.47
12676,1984,5,Kanchanpur,10.59
12677,1984,6,Kanchanpur,144.69
12678,1984,7,Kanchanpur,193.78
12679,1984,8,Kanchanpur,253.69
12680,1984,9,Kanchanpur,95.76
12681,1984,10,Kanchanpur,7.42
12682,1984,11,Kanchanpur,1.3
12683,1984,12,Kanchanpur,7.69
12684,1985,1,Kanchanpur,18.29
12685,1985,2,Kanchanpur,0.38
12686,1985,3,Kanchanpur,1.14
12687,1985,4,Kanchanpur,21.19
12688,1985,5,Kanchanpur,34.76
12689,1985,6,Kanchanpur,166.61
12690,1985,7,Kanchanpur,215.39
12691,1985,8,Kanchanpur,186.82
12692,1985,9,Kanchanpur,222.67
12693,1985,10,Kanchanpur,125.68
12694,1985,11,Kanchanpur,0.0
12695,1985,12,Kanchanpur,23.83
12696,1986,1,Kanchanpur,8.0
12697,1986,2,Kanchanpur,34.21
12698,1986,3,Kanchanpur,13.03
12699,1986,4,Kanchanpur,16.25
12700,1986,5,Kanchanpur,21.01
12701,1986,6,Kanchanpur,89.15
12702,1986,7,Kanchanpur,335.29
12703,1986,8,Kanchanpur,161.99
12704,1986,9,Kanchanpur,105.45
12705,1986,10,Kanchanpur,11.95
12706,1986,11,Kanchanpur,0.43
12707,1986,12,Kanchanpur,30.66
12708,1987,1,Kanchanpur,16.41
12709,1987,2,Kanchanpur,10.36
12710,1987,3,Kanchanpur,4.68
12711,1987,4,Kanchanpur,4.88
12712,1987,5,Kanchanpur,47.72
12713,1987,6,Kanchanpur,12.41
12714,1987,7,Kanchanpur,82.96
12715,1987,8,Kanchanpur,151.52
12716,1987,9,Kanchanpur,44.26
12717,1987,10,Kanchanpur,26.01
12718,1987,11,Kanchanpur,0.0
12719,1987,12,Kanchanpur,12.35
12720,1988,1,Kanchanpur,60.06
12721,1988,2,Kanchanpur,32.27
12722,1988,3,Kanchanpur,34.36
12723,1988,4,Kanchanpur,11.32
12724,1988,5,Kanchanpur,21.6
12725,1988,6,Kanchanpur,76.08
12726,1988,7,Kanchanpur,376.14
12727,1988,8,Kanchanpur,291.01
12728,1988,9,Kanchanpur,40.81
12729,1988,10,Kanchanpur,1.34
12730,1988,11,Kanchanpur,0.0
12731,1988,12,Kanchanpur,14.76
12732,1989,1,Kanchanpur,37.54
12733,1989,2,Kanchanpur,5.18
12734,1989,3,Kanchanpur,19.23
12735,1989,4,Kanchanpur,2.39
12736,1989,5,Kanchanpur,13.61
12737,1989,6,Kanchanpur,55.11
12738,1989,7,Kanchanpur,144.04
12739,1989,8,Kanchanpur,106.76
12740,1989,9,Kanchanpur,59.55
12741,1989,10,Kanchanpur,1.86
12742,1989,11,Kanchanpur,6.95
12743,1989,12,Kanchanpur,8.97
12744,1990,1,Kanchanpur,1.6
12745,1990,2,Kanchanpur,80.9
12746,1990,3,Kanchanpur,15.05
12747,1990,4,Kanchanpur,15.79
12748,1990,5,Kanchanpur,35.51
12749,1990,6,Kanchanpur,56.57
12750,1990,7,Kanchanpur,248.99
12751,1990,8,Kanchanpur,200.54
12752,1990,9,Kanchanpur,131.66
12753,1990,10,Kanchanpur,2.26
12754,1990,11,Kanchanpur,3.69
12755,1990,12,Kanchanpur,13.33
12756,1991,1,Kanchanpur,3.86
12757,1991,2,Kanchanpur,18.29
12758,1991,3,Kanchanpur,34.67
12759,1991,4,Kanchanpur,6.35
12760,1991,5,Kanchanpur,13.83
12761,1991,6,Kanchanpur,74.24
12762,1991,7,Kanchanpur,53.66
12763,1991,8,Kanchanpur,251.94
12764,1991,9,Kanchanpur,65.32
12765,1991,10,Kanchanpur,0.01
12766,1991,11,Kanchanpur,3.76
12767,1991,12,Kanchanpur,28.67
12768,1992,1,Kanchanpur,7.76
12769,1992,2,Kanchanpur,5.72
12770,1992,3,Kanchanpur,1.27
12771,1992,4,Kanchanpur,0.52
12772,1992,5,Kanchanpur,15.28
12773,1992,6,Kanchanpur,57.71
12774,1992,7,Kanchanpur,134.99
12775,1992,8,Kanchanpur,160.61
12776,1992,9,Kanchanpur,79.19
12777,1992,10,Kanchanpur,56.25
12778,1992,11,Kanchanpur,4.75
12779,1992,12,Kanchanpur,0.0
12780,1993,1,Kanchanpur,17.12
12781,1993,2,Kanchanpur,16.92
12782,1993,3,Kanchanpur,34.68
12783,1993,4,Kanchanpur,2.88
12784,1993,5,Kanchanpur,17.21
12785,1993,6,Kanchanpur,168.52
12786,1993,7,Kanchanpur,132.4
12787,1993,8,Kanchanpur,75.92
12788,1993,9,Kanchanpur,95.43
12789,1993,10,Kanchanpur,0.01
12790,1993,11,Kanchanpur,0.05
12791,1993,12,Kanchanpur,0.07
12792,1994,1,Kanchanpur,20.8
12793,1994,2,Kanchanpur,39.95
12794,1994,3,Kanchanpur,0.76
12795,1994,4,Kanchanpur,18.8
12796,1994,5,Kanchanpur,8.29
12797,1994,6,Kanchanpur,49.57
12798,1994,7,Kanchanpur,256.29
12799,1994,8,Kanchanpur,306.24
12800,1994,9,Kanchanpur,34.63
12801,1994,10,Kanchanpur,0.04
12802,1994,11,Kanchanpur,0.0
12803,1994,12,Kanchanpur,0.16
12804,1995,1,Kanchanpur,39.27
12805,1995,2,Kanchanpur,27.98
12806,1995,3,Kanchanpur,13.06
12807,1995,4,Kanchanpur,2.25
12808,1995,5,Kanchanpur,0.2
12809,1995,6,Kanchanpur,83.35
12810,1995,7,Kanchanpur,115.34
12811,1995,8,Kanchanpur,273.5
12812,1995,9,Kanchanpur,91.43
12813,1995,10,Kanchanpur,2.3
12814,1995,11,Kanchanpur,7.61
12815,1995,12,Kanchanpur,2.76
12816,1996,1,Kanchanpur,36.42
12817,1996,2,Kanchanpur,72.45
12818,1996,3,Kanchanpur,14.14
12819,1996,4,Kanchanpur,20.57
12820,1996,5,Kanchanpur,12.95
12821,1996,6,Kanchanpur,117.08
12822,1996,7,Kanchanpur,180.56
12823,1996,8,Kanchanpur,272.87
12824,1996,9,Kanchanpur,205.28
12825,1996,10,Kanchanpur,22.75
12826,1996,11,Kanchanpur,0.0
12827,1996,12,Kanchanpur,0.03
12828,1997,1,Kanchanpur,8.35
12829,1997,2,Kanchanpur,1.96
12830,1997,3,Kanchanpur,7.44
12831,1997,4,Kanchanpur,43.76
12832,1997,5,Kanchanpur,18.55
12833,1997,6,Kanchanpur,133.26
12834,1997,7,Kanchanpur,186.72
12835,1997,8,Kanchanpur,132.41
12836,1997,9,Kanchanpur,30.83
12837,1997,10,Kanchanpur,18.04
12838,1997,11,Kanchanpur,10.45
12839,1997,12,Kanchanpur,62.2
12840,1998,1,Kanchanpur,3.27
12841,1998,2,Kanchanpur,7.2
12842,1998,3,Kanchanpur,43.5
12843,1998,4,Kanchanpur,14.18
12844,1998,5,Kanchanpur,43.71
12845,1998,6,Kanchanpur,33.62
12846,1998,7,Kanchanpur,228.28
12847,1998,8,Kanchanpur,191.63
12848,1998,9,Kanchanpur,66.33
12849,1998,10,Kanchanpur,110.15
12850,1998,11,Kanchanpur,5.17
12851,1998,12,Kanchanpur,0.0
12852,1999,1,Kanchanpur,21.7
12853,1999,2,Kanchanpur,2.75
12854,1999,3,Kanchanpur,1.18
12855,1999,4,Kanchanpur,1.75
12856,1999,5,Kanchanpur,10.82
12857,1999,6,Kanchanpur,41.38
12858,1999,7,Kanchanpur,228.81
12859,1999,8,Kanchanpur,83.4
12860,1999,9,Kanchanpur,104.85
12861,1999,10,Kanchanpur,27.4
12862,1999,11,Kanchanpur,0.0
12863,1999,12,Kanchanpur,6.14
12864,2000,1,Kanchanpur,16.24
12865,2000,2,Kanchanpur,13.21
12866,2000,3,Kanchanpur,7.1
12867,2000,4,Kanchanpur,14.6
12868,2000,5,Kanchanpur,95.83
12869,2000,6,Kanchanpur,220.54
12870,2000,7,Kanchanpur,217.81
12871,2000,8,Kanchanpur,336.27
12872,2000,9,Kanchanpur,45.65
12873,2000,10,Kanchanpur,0.03
12874,2000,11,Kanchanpur,0.52
12875,2000,12,Kanchanpur,0.25
12876,2001,1,Kanchanpur,4.72
12877,2001,2,Kanchanpur,7.06
12878,2001,3,Kanchanpur,7.45
12879,2001,4,Kanchanpur,16.2
12880,2001,5,Kanchanpur,46.47
12881,2001,6,Kanchanpur,192.02
12882,2001,7,Kanchanpur,406.42
12883,2001,8,Kanchanpur,121.04
12884,2001,9,Kanchanpur,30.7
12885,2001,10,Kanchanpur,12.47
12886,2001,11,Kanchanpur,1.1
12887,2001,12,Kanchanpur,1.6
12888,2002,1,Kanchanpur,40.27
12889,2002,2,Kanchanpur,60.4
12890,2002,3,Kanchanpur,3.64
12891,2002,4,Kanchanpur,16.52
12892,2002,5,Kanchanpur,30.93
12893,2002,6,Kanchanpur,65.69
12894,2002,7,Kanchanpur,28.1
12895,2002,8,Kanchanpur,275.73
12896,2002,9,Kanchanpur,181.54
12897,2002,10,Kanchanpur,3.81
12898,2002,11,Kanchanpur,1.89
12899,2002,12,Kanchanpur,38.91
12900,2003,1,Kanchanpur,30.41
12901,2003,2,Kanchanpur,25.0
12902,2003,3,Kanchanpur,7.88
12903,2003,4,Kanchanpur,6.6
12904,2003,5,Kanchanpur,5.39
12905,2003,6,Kanchanpur,49.73
12906,2003,7,Kanchanpur,355.34
12907,2003,8,Kanchanpur,312.26
12908,2003,9,Kanchanpur,277.54
12909,2003,10,Kanchanpur,41.61
12910,2003,11,Kanchanpur,0.96
12911,2003,12,Kanchanpur,15.34
12912,2004,1,Kanchanpur,38.32
12913,2004,2,Kanchanpur,0.19
12914,2004,3,Kanchanpur,0.03
12915,2004,4,Kanchanpur,55.81
12916,2004,5,Kanchanpur,61.93
12917,2004,6,Kanchanpur,193.57
12918,2004,7,Kanchanpur,348.06
12919,2004,8,Kanchanpur,211.8
12920,2004,9,Kanchanpur,77.13
12921,2004,10,Kanchanpur,53.64
12922,2004,11,Kanchanpur,0.12
12923,2004,12,Kanchanpur,1.05
12924,2005,1,Kanchanpur,43.19
12925,2005,2,Kanchanpur,34.56
12926,2005,3,Kanchanpur,38.7
12927,2005,4,Kanchanpur,24.69
12928,2005,5,Kanchanpur,31.71
12929,2005,6,Kanchanpur,120.18
12930,2005,7,Kanchanpur,396.9
12931,2005,8,Kanchanpur,249.9
12932,2005,9,Kanchanpur,317.79
12933,2005,10,Kanchanpur,5.9
12934,2005,11,Kanchanpur,0.02
12935,2005,12,Kanchanpur,4.81
12936,2006,1,Kanchanpur,2.26
12937,2006,2,Kanchanpur,0.2
12938,2006,3,Kanchanpur,62.36
12939,2006,4,Kanchanpur,11.72
12940,2006,5,Kanchanpur,71.4
12941,2006,6,Kanchanpur,153.28
12942,2006,7,Kanchanpur,402.23
12943,2006,8,Kanchanpur,174.04
12944,2006,9,Kanchanpur,96.08
12945,2006,10,Kanchanpur,23.22
12946,2006,11,Kanchanpur,1.32
12947,2006,12,Kanchanpur,18.02
12948,2007,1,Kanchanpur,0.3
12949,2007,2,Kanchanpur,100.84
12950,2007,3,Kanchanpur,69.93
12951,2007,4,Kanchanpur,3.98
12952,2007,5,Kanchanpur,87.44
12953,2007,6,Kanchanpur,167.26
12954,2007,7,Kanchanpur,519.86
12955,2007,8,Kanchanpur,282.96
12956,2007,9,Kanchanpur,184.0
12957,2007,10,Kanchanpur,2.44
12958,2007,11,Kanchanpur,0.04
12959,2007,12,Kanchanpur,1.74
12960,2008,1,Kanchanpur,2.07
12961,2008,2,Kanchanpur,9.65
12962,2008,3,Kanchanpur,0.48
12963,2008,4,Kanchanpur,34.19
12964,2008,5,Kanchanpur,39.19
12965,2008,6,Kanchanpur,329.47
12966,2008,7,Kanchanpur,457.9
12967,2008,8,Kanchanpur,313.6
12968,2008,9,Kanchanpur,243.2
12969,2008,10,Kanchanpur,16.92
12970,2008,11,Kanchanpur,3.44
